pert_iname,inchi_key,canonical_smiles,pubchem_cid
nadolol,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12,4411
ranolazine,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,56959
pindolol,JZQKKSLKJUAGIC-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2[nH]ccc12,-666
hexylcaine,DKLKMKYDWHYZTD-UHFFFAOYSA-N,CC(CNC1CCCCC1)OC(=O)c1ccccc1,10770
ketoprofen,DKYWVDODHFEZIM-UHFFFAOYSA-N,CC(C(O)=O)c1cccc(c1)C(=O)c1ccccc1,3825
EMF-sumo1-1,JVDNHGVLKRELPZ-UHFFFAOYSA-N,Fc1ccccc1C(=O)N2CC(=O)Nc3ccc(Cl)cc3C2c4ccccc4,4084010
talniflumate,ANMLJLFWUCQGKZ-UHFFFAOYSA-N,FC(F)(F)c1cccc(Nc2ncccc2C(=O)OC2OC(=O)c3ccccc23)c1,48229
carbenoxolone,OBZHEBDUNPOCJG-YQNKGXRGSA-N,CC1(C)[C@H](CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O,-666
methysergide,KPJZHOPZRAFDTN-UHFFFAOYSA-N,CCC(CO)NC(=O)C1CN(C)C2Cc3cn(C)c4cccc(C2=C1)c34,4163
deltaline,DTTPWCNKTMQMTE-DCRKHLHRSA-N,CCN1C[C@]2(C)CC[C@H](OC)[C@@]34[C@@H]2[C@H](OC(=O)C)[C@@]5(OCO[C@]65C[C@H](OC)[C@H]7C[C@]4(O)[C@@H]6[C@H]7OC)C13,-666
esculin,XHCADAYNFIFUHF-GSZWNOCJSA-N,OC[C@H]1OC(Oc2cc3ccc(=O)oc3cc2O)[C@H](O)[C@@H](O)[C@@H]1O,15558439
MT-21,IWFCPVZRZLDTPI-UHFFFAOYSA-N,CCCCCCCCN1C(=O)C(=C(C)C1(C)O)C(=O)C,4262
BRD-A99518825,QTBFTOLJMPSXCU-UHFFFAOYSA-N,COc1ccc(CN2CCCC(C2)C(=O)N3CCCC3)c(OC)c1OC,4207918
GR-206,OTWFDHQTFRXSAK-UHFFFAOYSA-N,O=Cc1c2[nH]c3ccccc3c2cc4[nH]c5ccccc5c14,1863
zuclopenthixol,WFPIAZLQTJBIFN-UHFFFAOYSA-N,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc23)CC1,5311507
P-1075,HKZNADVVGXKQDL-UHFFFAOYSA-N,CCC(C)(C)N=C(NC#N)Nc1cccnc1,43345
RU-24969,KRVMLPUDAOWOGN-UHFFFAOYSA-N,COc1ccc2[nH]cc(C3=CCNCC3)c2c1,-666
PPT,IOTXSIGGFRQYKW-UHFFFAOYSA-N,CCCc1c(nn(c1-c1ccc(O)cc1)-c1ccc(O)cc1)-c1ccc(O)cc1,6095481
NU-7441,JAMULYFATHSZJM-UHFFFAOYSA-N,O=c1cc(oc2c(cccc12)-c1cccc2c3ccccc3sc12)N1CCOCC1,11327430
ticlopidine,PHWBOXQYWZNQIN-UHFFFAOYSA-N,Clc1ccccc1CN1CCc2sccc2C1,-666
altanserin,SMYALUSCZJXWHG-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,-666
CL-82198,KUJQEQAVMNFFAO-UHFFFAOYSA-N,O=C(NCCCCN1CCOCC1)c2cc3ccccc3o2,-666
fludroxycortide,POPFMWWJOGLOIF-QYOXGAPUSA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,15209
dexamethasone,UREBDLICKHMUKA-BGFPPJMDSA-N,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,40469540
finasteride,DBEPLOCGEIEOCV-WSBQPABSSA-N,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,57363
vinblastine,JXLYSJRDGCGARV-CFWMRBGOSA-N,CC[C@]1(O)C[C@@H]2CN(C1)CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@@H]7[C@@]86CCN9CC=C[C@](CC)([C@H]98)[C@@H](OC(=O)C)[C@]7(O)C(=O)OC,5388983
SB-590885,MLSAQOINCGAULQ-QLTSDVKISA-N,CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2c(CC\C2=N\O)c1)-c1ccncc1,11316960
pimozide,YVUQSNJEYSNKRX-UHFFFAOYSA-N,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1,16362
XMD-1150,IWMCPJZTADUIFX-UHFFFAOYSA-N,COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,46843906
apigenin,KZNIFHPLKGYRTM-UHFFFAOYSA-N,Oc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)cc2o1,5280443
rifampicin,JQXXHWHPUNPDRT-YOPQJBRCSA-N,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)c(\C=N\N4CCN(C)CC4)c(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C,5388984
docosatrienoic-acid,WBBQTNCISCKUMU-PDBXOOCHSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)O,-666
rilmenidine,CQXADFVORZEARL-UHFFFAOYSA-N,C1CC1C(NC1=NCCO1)C1CC1,5388964
LE-300,YEWGIGCYIAMFMA-UHFFFAOYSA-N,CN1CCc2c(Cc3ccccc3CC1)[nH]c4ccccc24,4350931
diphenidol,OGAKLTJNUQRZJU-UHFFFAOYSA-N,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,-666
BRD-K01800709,RXHRLQROHXGSIO-AXWGZAFASA-N,COC(=O)C1(CCCCC1)N2CC3=CCCC=C[C@H]3[C@@H]2[C@@H](O)Cc4ccccc4,24148563
indole-3-carbinol,IVYPNXXAYMYVSP-UHFFFAOYSA-N,OCc1c[nH]c2ccccc12,3712
pirinixic-acid,SZRPDCCEHVWOJX-UHFFFAOYSA-N,Cc1cccc(Nc2cc(Cl)nc(SCC(O)=O)n2)c1C,5694
emetine,ASBJGPTTYPEMLP-REOHCLBHSA-N,N[C@@H](CCl)C(=O)O,11957493
panobinostat,FPOHNWQLNRZRFC-ZHACJKMWSA-N,Cc1[nH]c2ccccc2c1CCNCc1ccc(\C=C\C(=O)NO)cc1,6918837
amoxapine,QWGDMFLQWFTERH-UHFFFAOYSA-N,Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1,-666
cefotiam,QYQDKDWGWDOFFU-IUODEOHRSA-N,CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1csc(N)n1)C2=O)C(O)=O,-666
GR-32191,GQGRDYWMOPRROR-XUSMOFMBSA-N,O[C@H]1C[C@H](OCc2ccc(cc2)c3ccccc3)[C@H](CC/C=C\CCC(=O)O)[C@H]1N4CCCCC4,6918030
caffeine,RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-666
EMF-sumo1-12,NENLILZNTFFZKS-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(o1)C(=O)OCc2nnc(o2)c3ccccc3,2630179
protein-tyrosine-phosphatase-inhibitor-IV,PIZLBWAGTLRMSK-UHFFFAOYSA-N,CC(C)(c1ccc(NS(=O)(=O)C(F)(F)F)cc1)c2ccc(cc2)C(C)(C)c3cccc(NS(=O)(=O)C(F)(F)F)c3,-666
O-2050,DJTGGIYZQHHLGJ-RTBURBONSA-N,CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(CC#CCCCNS(=O)(=O)C)cc3OC2(C)C,16102146
tubocurarine,MZTXBESCVZFFQE-XLTVJXRZSA-O,COc1cc2CC[N+](C)(C)[C@@H]3Cc4ccc(O)c(Oc5cc6[C@H](Cc7cccc(Oc(c1O)c32)c7)N(C)CCc6cc5OC)c4,6713947
celecoxib,RZEKVGVHFLEQIL-UHFFFAOYSA-N,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,-666
"hydrastine-(1r,-9s)",JZUTXVTYJDCMDU-MOPGFXCFSA-N,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3cc12,197834
SU-11274,FPYJSJDOHRDAMT-KQWNVCNZSA-N,CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1,9549297
forskolin,PAYHDZDDAHVPDU-ZQVYKFDISA-N,CN1CCN(CCCC(=O)O[C@H]2[C@@H](O)[C@H]3C(C)(C)CC[C@H](O)[C@]3(C)[C@@]4(O)C(=O)C[C@@](C)(O[C@]24C)C=C)CC1,9871875
emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc12,10219
cyclosporin-a,PMATZTZNYRCHOR-CJOIJTDBSA-N,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)CC=CC)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,5284373
maprotiline,QSLMDECMDJKHMQ-GSXCWMCISA-N,CNCCC[C@]1(CC[C@H]2c3ccccc31)c4ccccc24,-666
roquinimex,SGOOQMRIPALTEL-UHFFFAOYSA-N,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,55197
boldine,LZJRNLRASBVRRX-ZDUSSCGKSA-N,COc1cc-2c(C[C@@H]3N(C)CCc4cc(O)c(OC)c2c34)cc1O,-666
sappanone-a,YKRAQIAZPKGEIC-JYRVWZFOSA-N,COc1ccc2C(=O)/C(=C\c3ccc(OC)c(OC)c3)/COc2c1,-666
catechin,RFKGHGMSJVVYTB-YWPUXERESA-N,O=C(O[C@H]1Cc2c(OC(=O)c3ccccc3)cc(OC(=O)c4ccccc4)cc2O[C@@H]1c5ccc(OC(=O)c6ccccc6)c(OC(=O)c7ccccc7)c5)c8ccccc8,-666
AY-9944,RZRPZWGIOOZIBE-UHFFFAOYSA-N,Clc1ccccc1CNCC2CCC(CNCc3ccccc3Cl)CC2,-666
rottlerin,DEZFNHCVIZBHBI-ZHACJKMWSA-N,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c(C(=O)/C=C/c3ccccc3)c4OC(C)(C)C=Cc4c2O)c1O,5281847
penitrem-a,JDUWHZOLEDOQSR-JKPSMKLGSA-N,CC(=C)[C@H]1O[C@H]2CC[C@]3(C)[C@]4(C)[C@@H](CC[C@@]3(O)[C@@]52O[C@@H]5[C@H]1O)[C@@H]6OC(C)(C)[C@H]7C[C@@H]8C(=C)Cc9c(Cl)cc%10[nH]c4c6c%10c9[C@@]87O,-666
BRD-K03857568,YPRWBCIJAZDVIK-UHFFFAOYSA-N,Cc1ccc(Sc2c([N+](=O)[O-])c(=O)n(C)c3ccccc23)cc1,776319
ethisterone,CHNXZKVNWQUJIB-CEGNMAFCSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]2(O)C#C,5284557
prostaglandin-a1,BGKHCLZFGPIKKU-LDDQNKHRSA-N,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,5281912
equilin,WKRLQDKEXYKHJB-HFTRVMKXSA-N,C[C@@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]2CCC1=O,223368
GW-441756,NXNQLECPAXXYTR-UHFFFAOYSA-N,Cn1cc(C=C2C(=O)Nc3cccnc23)c4ccccc14,9943465
oxybuprocaine,CMHHMUWAYWTMGS-UHFFFAOYSA-N,CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC,-666
BRD-K04188046,JHQYDDFNYJJOIA-UHFFFAOYSA-N,Oc1ccc(cc1O)C(=O)Cn2ccnc2,52780
tamoxifen,TXUZVZSFRXZGTL-QPLCGJKRSA-N,CC/C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)/c3ccccc3,-666
clomifene,GKIRPKYJQBWNGO-OCEACIFDSA-N,CCN(CC)CCOc1ccc(cc1)/C(=C(/Cl)\c2ccccc2)/c3ccccc3,-666
labetalol,SGUAFYQXFOLMHL-ACJLOTCBSA-N,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(c1)C(N)=O,134044
tramadol,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,COc1cccc(c1)[C@@]2(O)CCCC[C@@H]2CN(C)C,33741
SB-222200,MQNYRKWJSMQECI-QFIPXVFZSA-N,CC[C@H](NC(=O)c1c(C)c(nc2ccccc12)-c1ccccc1)c1ccccc1,6604009
lithocholic-acid,SMEROWZSTRWXGI-JKTPOEMPSA-N,C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,73707448
JAK3-inhibitor-VI,IQNTXIMXKCURDC-YBEGLDIGSA-N,O=C/1Nc2ccc(cc2\C1=C\c3ccc[nH]3)c4cccnc4,9947841
epirubicin,AOJJSUZBOXZQNB-VTZDEGQISA-N,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,-666
BL-050,REWXSFYNOFYMNX-UHFFFAOYSA-N,OC(=O)CCc1cc(I)c(O)c(I)c1,151819
FTase-inhibitor-B581,QISLMXIYRQCLIR-FUMNGEBKSA-N,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@@H](NC[C@@H](N)CS)C(C)C)C(=O)O,-666
GSK-3-inhibitor-IX,DDLZLOKCJHBUHD-UJZLGWIISA-N,O\N=C1/C(Nc2ccccc12)=C1/C(=O)Nc2cc(Br)ccc12,11405589
parthenolide,KTEXNACQROZXEV-SFDCQRBFSA-N,CC1=CCC[C@@]2(C)O[C@H]2[C@@H]2OC(=O)C(=C)[C@@H]2CC1,44593496
aminogenistein,YBQRUOMICVULNM-UHFFFAOYSA-N,Nc1ccc(cc1)c2cc(=O)c3cc(O)ccc3o2,-666
PD-184352,GFMMXOIFOQCCGU-UHFFFAOYSA-N,Fc1ccc(C(=O)NOCC2CC2)c(Nc2ccc(I)cc2Cl)c1F,6918454
ZK-164015,LYJSJVYJLZOMCD-UHFFFAOYSA-N,CCCCCS(=O)(=O)CCCCCCCCCCn1c(c(C)c2cc(O)ccc12)-c1ccc(O)cc1,9806489
NGB-2904,YJPWVCIGSHWNON-UHFFFAOYSA-N,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl,9891901
SC-10,MJMJERJFCHYXEM-UHFFFAOYSA-N,CCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,5175
15-delta-prostaglandin-j2,VHRUMKCAEVRUBK-GODQJPCRSA-N,CCCCC/C=C/C=C/1\[C@@H](C/C=C\CCCC(=O)O)C=CC1=O,5311211
HA-1004,MZNDNBFMSVMUCX-UHFFFAOYSA-N,NC(=N)NCCNS(=O)(=O)c1cccc2cnccc12,3546
JX-401,OMGLGPKQUFSRNN-UHFFFAOYSA-N,COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1,1126109
BRD-K05593511,SBLLLSCPLKMMJO-UHFFFAOYSA-N,Nc1ccccc1Nc2c(N)c(=O)oc3ccccc23,777301
AZ-628,ZGBGPEDJXCYQPH-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,11676786
XMD-1499,UISRWLSAXIOCND-UHFFFAOYSA-N,COc1cc(ccc1Nc1nc(N)c(s1)C(=O)c1c(Cl)cccc1Cl)N1CCN(C)CC1,73265211
terguride,JOAHPSVPXZTVEP-QGPMSJSTSA-N,CCN(CC)C(=O)N[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,11957722
limonin,KBDSLGBFQAGHBE-MSGMIQHVSA-N,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]4(C)[C@@H]3CC[C@@]5(C)[C@@H](OC(=O)[C@H]6O[C@]654)c7ccoc7,-666
fluconazole,RFHAOTPXVQNOHP-UHFFFAOYSA-N,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,3365
tenovin-1,WOWJIWFCOPZFGV-UHFFFAOYSA-N,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,1013376
DH-97,HDOIPCLEKCEANF-UHFFFAOYSA-N,CCCCC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,-666
N-arachidonyl-GABA,JKUDIEXTAYKJNX-UHFFFAOYSA-N,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCCC(=O)O,44634744
eicosatetraynoic-acid,MGLDCXPLYOWQRP-UHFFFAOYSA-N,CCCCCC#CCC#CCC#CCC#CCCCC(=O)O,1780
CCMQ,IFXJDEHFADWURH-UHFFFAOYSA-N,OC(=O)Cc1cc2ccccc2nc1C(O)=O,-666
isorotenone,DJDRQIXLFYUYAA-RTWAWAEBSA-N,COc1cc2OC[C@H]3Oc4c(ccc5oc(cc45)C(C)C)C(=O)[C@H]3c2cc1OC,6453092
YS-035,OXZMQFKVNVQMLI-UHFFFAOYSA-N,COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC,6917841
DUP-697,AJFTZWGGHJXZOB-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(cc1)-c1cc(Br)sc1-c1ccc(F)cc1,-666
LY-364947,IBCXZJCWDGCXQT-UHFFFAOYSA-N,c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1,447966
ryuvidine,HFPLHASLIOXVGS-UHFFFAOYSA-N,Cc1nc2c(s1)C(=O)C=C(Nc1ccc(C)cc1)C2=O,481747
voriconazole,BCEHBSKCWLPMDN-MGPLVRAMSA-N,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,71616
LE-135,YZZAIQOVMHVWBS-UHFFFAOYSA-N,CN1c2cc3c(cc2N=C(c2ccc(cc2)C(O)=O)c2ccccc12)C(C)(C)CCC3(C)C,10410894
YM-90709,HIXSPVQXXDULHS-UHFFFAOYSA-N,COc1cc2CC(C)(C)n3c(cc4nc5ccccc5nc34)-c2cc1OC,-666
nobiletin,MRIAQLRQZPPODS-UHFFFAOYSA-N,COc1ccc(cc1OC)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1,72344
AM-580,SZWKGOZKRMMLAJ-UHFFFAOYSA-N,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O,-666
cisapride,DCSUBABJRXZOMT-IRLDBZIGSA-N,CO[C@H]1CN(CCCOc2ccc(F)cc2)CC[C@H]1NC(=O)c1cc(Cl)c(N)cc1OC,-666
minoxidil,ZFMITUMMTDLWHR-UHFFFAOYSA-N,Nc1cc(nc(N)[n+]1[O-])N1CCCCC1,4201
tretinoin,SHGAZHPCJJPHSC-UHFFFAOYSA-N,CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C,444795
promazine,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccccc12,-666
BRD-K07061353,OZKZBESQIKFNJU-UHFFFAOYSA-N,Clc1ccccc1c2nnc(SCC(=O)Nc3ccc(Br)cc3)n2c4ccccc4,2046011
BRD-K07079548,XEXUKNQDDPKEIF-OAHLLOKOSA-N,Oc1ccc2C[C@H]3N(CC=C)CCc4cccc(c34)-c2c1O,11957524
imperatorin,OLOOJGVNMBJLLR-UHFFFAOYSA-N,CC(=CCOc1c2occc2cc3ccc(=O)oc13)C,10212
cinnarizine,DERZBLKQOCDDDZ-JLHYYAGUSA-N,C(/C=C/c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4,-666
dexrazoxane,BMKDZUISNHGIBY-ZETCQYMHSA-N,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,71384
hispidin,SGJNQVTUYXCBKH-HNQUOIGGSA-N,Oc1cc(/C=C/c2ccc(O)c(O)c2)oc(=O)c1,5353671
vinpocetine,DDNCQMVWWZOMLN-UNMCSNQZSA-N,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@@H]23)n1c1ccccc41,6978790
BRL-37344,ZGGNJJJYUVRADP-ACJLOTCBSA-N,C[C@H](Cc1ccc(OCC(O)=O)cc1)NC[C@H](O)c1cccc(Cl)c1,-666
roscovitine,BTIHMVBBUGXLCJ-OAHLLOKOSA-N,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,160355
VX-702,FYSRKRZDBHOFAY-UHFFFAOYSA-N,NC(=O)N(c1ccc(C(N)=O)c(n1)-c1ccc(F)cc1F)c1c(F)cccc1F,10341154
aminopurvalanol-a,RAMROQQYRRQPDL-HNNXBMFYSA-N,CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,-666
GW-5074,LMXYVLFTZRPNRV-KMKOMSMNSA-N,Oc1c(Br)cc(cc1Br)\C=C1/C(=O)Nc2ccc(I)cc12,-666
BRD-K07877311,UOAZAESNWWRGMQ-UHFFFAOYSA-N,Clc1cc(NC(=O)CSc2nnc(c3ccccc3)n2c4ccccc4)ccc1Br,2209276
tyrphostin-AG-538,CANOJKGQDCJDOX-VZUCSPMQSA-N,Oc1ccc(/C=C(\C#N)/C(=O)c2ccc(O)c(O)c2)cc1O,-666
harpagoside,KVRQGMOSZKPBNS-FMHLWDFHSA-N,C[C@@]1(C[C@@H](O)[C@]2(O)C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12)OC(=O)/C=C/c4ccccc4,5281542
L-701324,FLVRDMUHUXVRET-UHFFFAOYSA-N,Oc1c(-c2cccc(Oc3ccccc3)c2)c(=O)[nH]c2cc(Cl)ccc12,-666
tyrphostin-AG-1288,KUXOYSZHUFZKHN-UHFFFAOYSA-N,Oc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,3856780
tyrphostin,KXDONFLNGBQLTN-UHFFFAOYSA-N,COc1cc(C=C(C#N)C(=O)N)cc(CSc2nc3ccccc3s2)c1O,-666
entecavir,QDGZDCVAUDNJFG-FXQIFTODSA-N,Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](CO)C3=C)c2[nH]1,153941
diclofenac,DCOPUUMXTXDBNB-UHFFFAOYSA-N,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-666
butyl-paraben,QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(O)cc1,-666
BRD-K08438429,UREJDUPKGMFJRU-UHFFFAOYSA-N,Clc1ccc(CN(CCCNC(=S)NCCCc2c[nH]cn2)c3ccc(Br)cn3)cc1Cl,9893924
cymarin,XQCGNURMLWFQJR-ZNDDOCHDSA-N,CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)O[C@H](C)[C@H]1O,441853
angiogenesis-inhibitor,VEEGZPWAAPPXRB-BJMVGYQFSA-N,O=C/1Nc2ccccc2\C1=C/c3c[nH]cn3,-666
bisbenzimide,KTHLBVBTGUUEFS-DIBXZPPDSA-N,CCOc1ccc(cc1)c2nc3cc(ccc3[nH]2)c4nc5cc(ccc5[nH]4)N6CCN(C)CC6,1464
thioproperazine,VZYCZNZBPPHOFY-UHFFFAOYSA-N,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1,9429
tremorine,JSUAJTLKVREZHV-UHFFFAOYSA-N,C(C#CCN1CCCC1)N1CCCC1,5534
RS-100329,RCOBWVAGWYRNHZ-UHFFFAOYSA-N,Cc1c[nH]c(=O)n(CCCN2CCN(CC2)c2ccccc2OCC(F)(F)F)c1=O,3567002
timolol,BLJRIMJGRPQVNF-JTQLQIEISA-N,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,5281056
tacrolimus,KDEJOJSUWQBZSP-JWZPFBAESA-N,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@H](C[C@H](C[C@@H](C)C\C(C)=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC)[C@H](C[C@H]2C)OC,24140138
CO-102862,MHUUDVZSPFRUSK-UHFFFAOYSA-N,NC(=O)NN=Cc1ccc(Oc2ccc(F)cc2)cc1,-666
zolantidine,KUBONGDXTUOOLM-UHFFFAOYSA-N,C(CNc1nc2ccccc2s1)COc1cccc(CN2CCCCC2)c1,23640915
fananserin,VGIGHGMPMUCLIQ-UHFFFAOYSA-N,Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1,60785
D-4476,DPDZHVCKYBCJHW-UHFFFAOYSA-N,NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCCOc2c1,-666
KIN001-244,AHMXYULEXZAPCS-VWLOTQADSA-N,Fc1ccc(Cn2cccc(C(=O)N[C@@H](COc3ccc4[nH]c(=O)[nH]c4c3)c3ccccc3)c2=O)cc1F,49766501
BRD-K09191212,JFRYLPFKWKOMBZ-ODLFYWEKSA-N,Cc1cc(C)c2nc3s\c(=C/c4ccc(o4)-c4ccccc4C(O)=O)c(=O)n3c2c1,1208412
lovastatin,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,53232
prostaglandin,BHMBVRSPMRCCGG-SAIQCDIPSA-N,CCCCC[C@H](O)\C=C\[C@H]1[C@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O,13292831
NU-7026,KKTZALUTXUZPSN-UHFFFAOYSA-N,O=c1cc(oc2c3ccccc3ccc12)N1CCOCC1,-666
mibefradil,HBNPJJILLOYFJU-VMPREFPWSA-N,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,60663
